"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
180,"1","2024-10-24T16:11:31.320501Z",178,"http://localhost:8081/GB.513640.A-006.png","[{""x"":26.66,""y"":12.49,""width"":16.09,""height"":40.82,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":41.09,""y"":32.92,""width"":42.17,""height"":11.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":59.99,""y"":48.2,""width"":24.19,""height"":13.63,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":45.47788428325085,""y"":19.729999999999976,""width"":18.452115716749233,""height"":12.569999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":45.06,""y"":47.29,""width"":14.89,""height"":13.8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":64.1336021876843,""y"":10.779999999999983,""width"":14.726397812315772,""height"":9.009999999999994,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":42.93753166379267,""y"":11.037890996745393,""width"":14.002468336207407,""height"":8.894872628661386,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":69.71,""y"":20.44,""width"":9.61,""height"":10.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":43.21,""y"":4.3,""width"":13.27,""height"":5.67,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",53.814,"2024-10-24T16:11:31.320520Z"
181,"1","2024-10-24T16:11:47.461299Z",179,"http://localhost:8081/GB.513640.A-007.png","[{""x"":19.87,""y"":33.98,""width"":43.6,""height"":33.92,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":37.38,""y"":53.42,""width"":36.11,""height"":29.22,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.68,""y"":8.47,""width"":39.12,""height"":25.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":61.03,""y"":8.41,""width"":12.04,""height"":25.48,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",15.74,"2024-10-24T16:11:47.461321Z"
182,"1","2024-10-24T16:12:03.945214Z",180,"http://localhost:8081/GB.516128.A-004.png","[{""x"":27.28,""y"":12.8,""width"":52.08,""height"":33.21,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":25,""y"":51.31,""width"":55.09,""height"":28.19,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",16.061,"2024-10-24T16:12:03.945249Z"
183,"1","2024-10-24T16:12:17.585781Z",181,"http://localhost:8081/GB.516128.A-005.png","[{""x"":25.18,""y"":22.23,""width"":55.33,""height"":53.7,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",13.218,"2024-10-24T16:12:17.585800Z"
184,"1","2024-10-24T21:42:54.795589Z",182,"http://localhost:8081/GB.516128.A-006.png","[{""x"":30.09,""y"":4.22,""width"":44.14,""height"":25.31,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":24.73,""y"":35.97,""width"":26.66,""height"":23.38,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":55.4,""y"":35.75,""width"":23.15,""height"":24.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.313,"2024-10-24T21:42:54.795604Z"
185,"1","2024-10-24T21:43:32.938995Z",183,"http://localhost:8081/GB.516128.A-007.png","[{""x"":24.04,""y"":23.69,""width"":47.8,""height"":50.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":73.60999999999996,""y"":23.46000000000002,""width"":19.19816189807504,""height"":49.630000000000024,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",37.746,"2024-10-24T21:43:32.939011Z"
186,"1","2024-10-24T21:43:51.079060Z",184,"http://localhost:8081/GB.516128.A-008.png","[{""x"":50.15,""y"":26.77,""width"":36.23,""height"":50.2,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":8.432192967058688,""y"":26.91,""width"":39.25780703294126,""height"":48.85999999999998,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",17.75,"2024-10-24T21:43:51.079080Z"
187,"1","2024-10-24T21:45:29.584907Z",185,"http://localhost:8081/GB.516128.A-009.png","[{""x"":33.22,""y"":39.94,""width"":41.17,""height"":21.69,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.02,""y"":20.18,""width"":40.35,""height"":19.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.49,""y"":3.65,""width"":40.78,""height"":15.56,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",98.102,"2024-10-24T21:45:29.584924Z"
188,"1","2024-10-24T21:45:38.234618Z",186,"http://localhost:8081/GB.517116.A-004.png","[{""x"":18.48,""y"":18.02,""width"":56.83,""height"":26.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":18.52,""y"":50.51,""width"":56.79,""height"":23.23,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",8.248,"2024-10-24T21:45:38.234634Z"
189,"1","2024-10-24T21:46:13.895843Z",187,"http://localhost:8081/GB.517841.A-004.png","[{""x"":27.03,""y"":11.74,""width"":35.54,""height"":30.28,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":62.8,""y"":10.75,""width"":20.39,""height"":31.18,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":27.21,""y"":45.93,""width"":31.55,""height"":12.69,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":25.9,""y"":57.7,""width"":25.71,""height"":12.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":47.3,""y"":67.38,""width"":23.11,""height"":12.27,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":54.39,""y"":55.59,""width"":22.77,""height"":11.26,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":60.84,""y"":43.99,""width"":15.79,""height"":12.07,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",35.215,"2024-10-24T21:46:13.895862Z"
190,"1","2024-10-24T21:46:42.404645Z",188,"http://localhost:8081/GB.520773.A-007.png","[{""x"":28.9,""y"":16.28,""width"":62.19,""height"":37.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":30.67,""y"":55.22,""width"":38.46,""height"":27.68,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":72.6499999999999,""y"":56.49999999999997,""width"":22.448871628342495,""height"":24.519999999999982,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",28.124,"2024-10-24T21:46:42.404660Z"
191,"1","2024-10-24T21:47:33.663125Z",189,"http://localhost:8081/GB.520773.A-008.png","[{""x"":24.11,""y"":15.74,""width"":55.13,""height"":29.42,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":37.96,""y"":44.33,""width"":35.61,""height"":27.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":39.31,""y"":70.84,""width"":35.11,""height"":17.9,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":8.175607877505922,""y"":59.209999999999994,""width"":28.894392122494057,""height"":24.599999999999987,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":8.108047247599592,""y"":33.579999999999956,""width"":20.821952752400332,""height"":22.629999999999992,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",50.845,"2024-10-24T21:47:33.663143Z"
192,"1","2024-10-24T21:47:54.386830Z",190,"http://localhost:8081/GB.520773.A-009.png","[{""x"":40.22,""y"":30.13,""width"":31.81,""height"":29.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":69.87,""y"":27.24,""width"":24.83,""height"":24.46,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":40.79,""y"":61.54,""width"":17.84,""height"":22.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":75.71,""y"":50.39,""width"":16.16,""height"":22.61,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":59.44,""y"":62.27,""width"":15.96,""height"":20.1,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592},{""x"":76.17,""y"":71.95,""width"":15.99,""height"":14.08,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":3508,""original_height"":2592}]",20.316,"2024-10-24T21:47:54.386858Z"
193,"1","2024-10-24T21:48:30.989894Z",191,"http://localhost:8081/GB.520860.A-015.png","[{""x"":27.03,""y"":45.68,""width"":64.76,""height"":37.57,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":33.4,""y"":13.23,""width"":57.48,""height"":32.34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",23.663,"2024-10-24T21:48:30.989910Z"
194,"1","2024-10-24T21:48:59.808184Z",192,"http://localhost:8081/GB.520860.A-016.png","[{""x"":27.25,""y"":17.34,""width"":50.13,""height"":36.42,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":38.3,""y"":53.08,""width"":29.51,""height"":34,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":7.09,""y"":49.87,""width"":22.84,""height"":36.65,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":7.92,""y"":26.4,""width"":13.61,""height"":22.29,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",28.451,"2024-10-24T21:48:59.808216Z"
195,"1","2024-10-24T21:49:15.687688Z",193,"http://localhost:8081/GB.520860.A-017.png","[{""x"":51.38,""y"":26.65,""width"":30.27,""height"":32.87,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":26.08,""y"":5.09,""width"":29.25,""height"":22.94,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":25.86,""y"":30.51,""width"":25.63,""height"":26.12,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":54.58,""y"":9.37,""width"":27.37,""height"":13.65,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",15.461,"2024-10-24T21:49:15.687708Z"
196,"1","2024-10-24T21:49:53.020694Z",194,"http://localhost:8081/GB.520860.A-018.png","[{""x"":19.48,""y"":12.67,""width"":51.26,""height"":36.36,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2772,""original_height"":3639},{""x"":20.24,""y"":49.19,""width"":51.88,""height"":31.85,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2772,""original_height"":3639},{""x"":68.33,""y"":33.17,""width"":19.37,""height"":24.32,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2772,""original_height"":3639},{""x"":77.42,""y"":17.67,""width"":8.26,""height"":8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2772,""original_height"":3639},{""x"":67.53,""y"":94.42,""width"":26.08,""height"":1.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2772,""original_height"":3639}]",36.928,"2024-10-24T21:49:53.020723Z"
197,"1","2024-10-24T21:50:16.317985Z",195,"http://localhost:8081/GB.520860.A-019.png","[{""x"":30.04,""y"":35.49,""width"":49.26,""height"":50.18,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":7.61,""y"":36.5,""width"":42.78,""height"":26.82,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":17.53,""y"":20.8,""width"":47.76,""height"":12.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",22.88,"2024-10-24T21:50:16.318003Z"
198,"1","2024-10-24T21:50:40.773617Z",196,"http://localhost:8081/GB.520860.A-020.png","[{""x"":40.6,""y"":4.14,""width"":40.37,""height"":22.54,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":26.5,""y"":35.49,""width"":29.66,""height"":24.43,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":55.07,""y"":35.52,""width"":27.33,""height"":24.6,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":41.46,""y"":16.16,""width"":21.71,""height"":21.05,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":29.02,""y"":10.44,""width"":10.25,""height"":21.93,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",24.031,"2024-10-24T21:50:40.773642Z"
199,"1","2024-10-24T21:51:04.871767Z",197,"http://localhost:8081/GB.521569.A-004.png","[{""x"":27.78,""y"":18.84,""width"":57.6,""height"":13.37,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":36.61,""y"":37.94,""width"":34.38,""height"":12.4,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":40.55,""y"":61.06,""width"":33.02,""height"":11.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",23.693,"2024-10-24T21:51:04.871785Z"
200,"1","2024-10-24T21:52:49.248800Z",198,"http://localhost:8081/GB.532815.A-003.png","[{""x"":29.28573591558709,""y"":22.88476781971364,""width"":29.698435125126366,""height"":51.03523218028639,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":46.49,""y"":56.47,""width"":33.72,""height"":27.25,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":66.2,""y"":46.04,""width"":16.71,""height"":10.72,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.84,""y"":57.04,""width"":16.74,""height"":10.23,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":60.629868723690706,""y"":16.911771886112128,""width"":19.699261864866838,""height"":29.619682702650618,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",103.985,"2024-10-24T21:52:49.248827Z"
201,"1","2024-10-24T21:53:46.071263Z",199,"http://localhost:8081/GB.537635.A-005.png","[{""x"":22.16,""y"":18.27,""width"":57.71,""height"":34.48,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":53,""y"":67.63,""width"":16.02,""height"":7.04,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":51.38,""y"":53.34,""width"":17.34,""height"":5.38,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":52.81,""y"":60.32,""width"":14.81,""height"":5.38,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",56.399,"2024-10-24T21:53:46.071288Z"
202,"1","2024-10-24T21:55:14.407172Z",200,"http://localhost:8081/GB.537635.A-006.png","[{""x"":53.09,""y"":60.43,""width"":21.68,""height"":11.86,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.32,""y"":41.56,""width"":20.95,""height"":11.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.88,""y"":60.95,""width"":21.26,""height"":11.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.88,""y"":42.02,""width"":19.87,""height"":11.32,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":54.67,""y"":23.4,""width"":17.82,""height"":10.12,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":21.95,""y"":23.49,""width"":15.9,""height"":10.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":28.7,""y"":78.62,""width"":10.76,""height"":8.15,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",87.902,"2024-10-24T21:55:14.407192Z"
203,"1","2024-10-25T07:51:52.872891Z",201,"http://localhost:8081/GB.537635.A-007.png","[{""x"":29.24,""y"":64.74,""width"":28.43,""height"":26.37,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":59.53,""y"":34.21,""width"":9.76,""height"":9.95,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":44.1,""y"":34.49,""width"":9.92,""height"":9.58,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":60.07,""y"":48.32,""width"":9.1,""height"":9.66,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":44.75,""y"":49,""width"":9.3,""height"":9.06,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.63,""y"":35.38,""width"":8.41,""height"":8.12,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":69.68,""y"":65.94,""width"":6.02,""height"":11.17,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.78,""y"":50.86,""width"":8.33,""height"":7.24,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":57.94999999999996,""y"":64.77372185780797,""width"":4.629999999999997,""height"":13.136278142192173,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":74.34,""y"":49.94,""width"":6.79,""height"":5.02,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":63.66,""y"":70.24,""width"":4.67,""height"":6.98,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",95.238,"2024-10-25T07:51:52.872927Z"
204,"1","2024-10-25T07:52:17.938777Z",202,"http://localhost:8081/GB.544722.A-021.png","[{""x"":26.54,""y"":11.96,""width"":54.43,""height"":42.72,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":36.37,""y"":55.08,""width"":35.47,""height"":28.51,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":78.74,""y"":49.2,""width"":12.74,""height"":17.68,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":84.73,""y"":24.12,""width"":6.14,""height"":16.32,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",24.636,"2024-10-25T07:52:17.938794Z"
205,"1","2024-10-25T07:52:37.885643Z",203,"http://localhost:8081/GB.544722.A-022.png","[{""x"":14.47,""y"":49.2,""width"":55.56,""height"":29.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":20.99,""y"":22.86,""width"":47.42,""height"":22.38,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":8.002034874047451,""y"":16.359999999999992,""width"":9.357965125952525,""height"":32.499999999999964,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",19.545,"2024-10-25T07:52:37.885669Z"
206,"1","2024-10-25T07:52:50.133521Z",204,"http://localhost:8081/GB.544722.A-023.png","[{""x"":25.1,""y"":32.76,""width"":34.3,""height"":24.74,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":51.53,""y"":9.18,""width"":23.26,""height"":24.8,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":59.44,""y"":36.05,""width"":22.84,""height"":17.03,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553},{""x"":30.68,""y"":10.19,""width"":18.17,""height"":21.05,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2653,""original_height"":3553}]",11.874,"2024-10-25T07:52:50.133538Z"
207,"1","2024-10-25T07:53:14.346178Z",205,"http://localhost:8081/GB.544722.A-024.png","[{""x"":28.47,""y"":14.17,""width"":56.75,""height"":38.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":32.48,""y"":53.11,""width"":49.46,""height"":31.73,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",23.838,"2024-10-25T07:53:14.346207Z"
208,"1","2024-10-25T07:55:12.241305Z",206,"http://localhost:8081/GB.544722.A-025.png","[{""x"":22.76,""y"":56.58,""width"":46.1,""height"":30.47,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":16.47,""y"":21.72,""width"":36.07,""height"":24.71,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":52.7,""y"":22.09,""width"":22.57,""height"":16.16,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":46.37,""y"":41.59,""width"":12.81,""height"":13.83,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":61.23,""y"":44.1,""width"":12.04,""height"":7.53,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",117.484,"2024-10-25T07:55:12.241325Z"
209,"1","2024-10-25T07:56:43.579108Z",207,"http://localhost:8081/GB.544722.A-026.png","[{""x"":27.469999999999878,""y"":32.63999999999989,""width"":30.094491273192777,""height"":25.539999999999903,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":31.46160926572773,""y"":18.544492687613566,""width"":19.271747027980307,""height"":12.94860135597479,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":58.55999999999979,""y"":34.319999999999865,""width"":26.045508726807533,""height"":22.209999999999873,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":59.60999999999977,""y"":9.64,""width"":24.799590605672982,""height"":20.699999999999918,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":47.57,""y"":13.94,""width"":11.34,""height"":5.96,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":49.58,""y"":7.64,""width"":6.29,""height"":5.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":33.473473690338245,""y"":6.754801566824672,""width"":9.63417204953013,""height"":10.184162362289504,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",90.919,"2024-10-25T07:56:43.579126Z"
210,"1","2024-10-25T07:57:19.431031Z",208,"http://localhost:8081/GB.544722.A-027.png","[{""x"":20.760000000000005,""y"":21.549999999999997,""width"":57.27284882366641,""height"":56.43999999999999,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":82.52000000000011,""y"":18.639999999999986,""width"":12.247965125952401,""height"":57.21000000000001,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",35.453,"2024-10-25T07:57:19.431049Z"
211,"1","2024-10-25T07:58:02.212844Z",209,"http://localhost:8081/GB.544722.A-028.png","[{""x"":16.13,""y"":19.98,""width"":64.85,""height"":57.55,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":30.52,""y"":78.79,""width"":18.98,""height"":9.69,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",42.34,"2024-10-25T07:58:02.212878Z"
212,"1","2024-10-25T07:58:33.710201Z",210,"http://localhost:8081/GB.544722.A-029.png","[{""x"":31.63999999999999,""y"":35.66678145130937,""width"":48.530000000000015,""height"":25.993218548690695,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":29.86,""y"":4.56,""width"":46.64,""height"":29.13,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":77.31000000000009,""y"":18.79,""width"":8.00278476636795,""height"":8.610000000000001,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",31.073,"2024-10-25T07:58:33.710218Z"
213,"1","2024-10-25T07:58:46.215161Z",211,"http://localhost:8081/GB.544722.A-030.png","[{""x"":18.79,""y"":20.67,""width"":63.81,""height"":59.44,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",12.079,"2024-10-25T07:58:46.215178Z"
214,"1","2024-10-25T07:59:30.131778Z",212,"http://localhost:8081/GB.544722.A-031.png","[{""x"":19.241991281488144,""y"":26.76156334231808,""width"":30.56800871851188,""height"":53.91099730458227,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":54.31999999999999,""y"":49.37679245283021,""width"":24.53321220591659,""height"":33.173207547169795,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":51.16,""y"":26.25,""width"":30.56,""height"":21.18,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",43.482,"2024-10-25T07:59:30.131795Z"
215,"1","2024-10-25T08:00:46.405795Z",213,"http://localhost:8081/GB.544722.A-032.png","[{""x"":33.95,""y"":33.49,""width"":46.76,""height"":28.59,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":35.532079465984076,""y"":18.500000000000018,""width"":43.36376160204777,""height"":13.6942251669253,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":35.030000000000115,""y"":4.045687331536396,""width"":17.149491936001322,""height"":13.77431266846362,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":53.80398115220871,""y"":5.541313251942592,""width"":26.683275205567007,""height"":11.17382946610141,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",75.838,"2024-10-25T08:00:46.405817Z"
216,"1","2024-10-25T08:01:42.113522Z",214,"http://localhost:8081/GB.544722.A-033.png","[{""x"":23.69499667332003,""y"":16.13640718562874,""width"":54.2583396170622,""height"":48.71694610778447,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508},{""x"":23.65,""y"":74.86,""width"":54.221669254084404,""height"":7.454311377245461,""rotation"":0,""rectanglelabels"":[""contour""],""original_width"":2592,""original_height"":3508}]",55.269,"2024-10-25T08:01:42.113542Z"
